Gene_id	Gene_name	Gene_description	HM_3	HM_2	HM_1	Bb_3	Bb_2	Bb_1	HM	Bb
gene-BBA_02654	BBA_02654	carbon-nitrogen hydrolase	0.49	0.83	0.86	0.46	0.5	0.6	0.726667	0.52
gene-BBA_02655	BBA_02655	carbon-nitrogen hydrolase	0	0	0	0	0	0	0	0
gene-BBA_02656	BBA_02656	LPXTG-domain-containing protein	0	0	0	0	0	0	0	0
gene-BBA_02657	BBA_02657	Der1-like family protein	112.94	113.43	114.64	42.29	33.57	48.82	113.67	41.56
gene-BBA_02658	BBA_02658	hypothetical protein	65.21	70.88	79.3	59.57	72.75	73.35	71.796667	68.556667
gene-BBA_02659	BBA_02659	replication factor C	23.03	22.74	29.37	28.4	31.74	32.33	25.046667	30.823333
gene-BBA_02660	BBA_02660	rRNA-processing protein FCF1	20.81	26.74	30.26	25.25	25.89	26.76	25.936667	25.966667
gene-BBA_02661	BBA_02661	hypothetical protein	0	0.1	0.2	0	0	0.11	0.1	0.036667
gene-BBA_02662	BBA_02662	fungal specific transcription factor	18.55	16.89	20	11.4	9.08	13.79	18.48	11.423333
gene-BBA_02663	BBA_02663	2-dehydropantoate 2-reductase	83.41	80.66	95.72	99.47	96.91	95.84	86.596667	97.406667
gene-BBA_02664	BBA_02664	hypothetical protein	55.82	75.73	75.69	46.14	48.82	55	69.08	49.986667
gene-BBA_02665	BBA_02665	RNAse P Rpr2/Rpp21/SNM1 subunit domain-containing protein	17.45	11.84	13.85	14.75	13.29	16.08	14.38	14.706667
gene-BBA_02666	BBA_02666	DEAD/DEAH box helicase	173.88	157.43	173.14	239.32	250.68	230.19	168.15	240.063333
gene-BBA_02667	BBA_02667	cyclin-like protein	187.34	155.42	159.69	68.81	81.93	61.13	167.483333	70.623333
gene-BBA_02668	BBA_02668	"pyridine nucleotide-disulfide oxidoreductase, putative"	21.26	22.55	26.26	14.91	22.6	14.73	23.356667	17.413333
gene-BBA_02669	BBA_02669	hypothetical protein	0	0	0	0	0.12	0.14	0	0.086667
gene-BBA_02670	BBA_02670	hypothetical protein	13.64	19.77	20.5	2.73	4.72	8.35	17.97	5.266667
gene-BBA_02671	BBA_02671	proteasome A-type and B-type	139.33	138.97	138.71	148.13	148.17	153.13	139.003333	149.81
gene-BBA_02672	BBA_02672	WD domain-containing protein	11.84	11.63	18.83	9.54	10.5	10.78	14.1	10.273333
gene-BBA_02673	BBA_02673	Ulp1 protease family protein	15.54	15.41	17.3	14.39	11.91	18.46	16.083333	14.92
gene-BBA_02674	BBA_02674	signal peptidase subunit	250.01	247.35	274.38	145.5	138.92	170.06	257.246667	151.493333
gene-BBA_02675	BBA_02675	XRN 5'-3' exonuclease	26.37	22.82	30.78	21.56	17.1	25.9	26.656667	21.52
gene-BBA_02676	BBA_02676	nucleosome remodeling factor CAF-I subunit	38.07	35.39	40.74	40.91	41.95	46.69	38.066667	43.183333
gene-BBA_02677	BBA_02677	putative histidine kinase group protein	0.95	0.35	1	0.86	0.7	0.77	0.766667	0.776667
gene-BBA_02678	BBA_02678	centractin (ARP1)	41.18	45.02	42.21	40.6	47.84	38.12	42.803333	42.186667
gene-BBA_02679	BBA_02679	"stress response RCI peptide, putative"	617.85	748.25	499.44	638.19	381.44	645.04	621.846667	554.89
gene-BBA_02680	BBA_02680	hypothetical protein	20.83	19.9	19.48	15.28	11.96	20.42	20.07	15.886667
gene-BBA_02681	BBA_02681	FAT domain-containing protein	5.21	5.53	7.45	7.17	8.3	8.86	6.063333	8.11
gene-BBA_02682	BBA_02682	hypothetical protein	3.77	0.24	2.03	0.49	2.24	0.27	2.013333	1
gene-BBA_02683	BBA_02683	hypothetical protein	2.49	0.95	1.64	1.14	1.12	1.55	1.693333	1.27
gene-BBA_02684	BBA_02684	acetoacetate-CoA ligase	125.68	87.04	126.47	57.37	59.83	58.48	113.063333	58.56
gene-BBA_02685	BBA_02685	hypothetical protein	9.7	10.13	9.07	9.74	11.5	15.45	9.633333	12.23
gene-BBA_02686	BBA_02686	tetratricopeptide-like protein	11.52	10.01	14.11	14.07	11.06	16.31	11.88	13.813333
gene-BBA_02687	BBA_02687	F-box domain-containing protein	45.45	50.17	48.13	22.08	22.92	19.2	47.916667	21.4
gene-BBA_02688	BBA_02688	imidazoleglycerol-phosphate dehydratase	54.93	45.96	54.37	21.02	21.77	26.55	51.753333	23.113333
gene-BBA_02689	BBA_02689	initiation factor 2 subunit family protein	22.93	22.42	27.91	16.69	14.41	19.8	24.42	16.966667
gene-BBA_02690	BBA_02690	NADH2 dehydrogenase subunit 14K	86.98	96.48	75.81	147.13	127.45	147.59	86.423333	140.723333
gene-BBA_02691	BBA_02691	HATPase domain-containing protein	18.41	15.65	16.74	9.16	7.1	9.14	16.933333	8.466667
gene-BBA_02692	BBA_02692	"aldehyde reductase (GliO), putative"	18.75	15.4	17.23	13.39	10.26	13.67	17.126667	12.44
gene-BBA_02693	BBA_02693	kinase phosphorylation protein	13.73	18.38	22.24	13.99	15.97	17.41	18.116667	15.79
gene-BBA_02694	BBA_02694	MED6 mediator sub complex component	16.77	17.52	20.78	20.67	18.6	25.31	18.356667	21.526667
gene-BBA_02695	BBA_02695	short chain dehydrogenase	62.24	53.37	62.11	13.53	12.84	12.12	59.24	12.83
gene-BBA_02696	BBA_02696	helicase associated domain-containing protein	4.74	5.04	7.15	3.42	3.75	4.29	5.643333	3.82
gene-BBA_02697	BBA_02697	hypothetical protein	29.8	41.26	40.18	44.86	45.79	59.08	37.08	49.91
gene-BBA_02698	BBA_02698	Cytochrome P450 CYP5080B3	69.62	79.19	61.29	62.93	32.64	62.46	70.033333	52.676667
gene-BBA_02699	BBA_02699	mitochondrial chaperone BCS1	24.1	19.94	22.49	6.79	6.17	5.34	22.176667	6.1
gene-BBA_02700	BBA_02700	hypothetical protein	0.06	0.52	0.15	0.86	0.44	0.79	0.243333	0.696667
gene-BBA_02701	BBA_02701	Asp-hemolysin	1.34	1.05	0.37	1.42	1.28	0	0.92	0.9
gene-BBA_02702	BBA_02702	salicylate hydroxylase	22.47	19.62	19.46	13.83	14.41	16.38	20.516667	14.873333
gene-BBA_02703	BBA_02703	calcineurin-like phosphoesterase	58.53	49.11	61.78	38.69	28.1	46.28	56.473333	37.69
gene-BBA_02704	BBA_02704	trimethyllysine hydroxylase	30.4	29.08	38.6	40.74	46.83	42.33	32.693333	43.3
gene-BBA_02705	BBA_02705	ubiquitin carboxyl-terminal hydrolase	44.51	45.65	41.75	26.74	26.96	23.72	43.97	25.806667
gene-BBA_02706	BBA_02706	triose-phosphate transporter	64.04	49.64	58.75	75.26	81.53	72.28	57.476667	76.356667
gene-BBA_02707	BBA_02707	hypothetical protein	4.77	1.5	2.74	6.12	4.13	8.82	3.003333	6.356667
gene-BBA_02708	BBA_02708	arginine rich protein	15.6	12.77	18.75	14.77	13.84	15.29	15.706667	14.633333
gene-BBA_02709	BBA_02709	galactoside O-acetyltransferase	16.78	21.03	18.57	19.23	21.19	19.58	18.793333	20
gene-BBA_02710	BBA_02710	mitochondrial fusion and transport protein Ugo1	34.18	36.11	34.04	31.37	31.42	33.68	34.776667	32.156667
gene-BBA_02711	BBA_02711	metalloprotease 1	0.56	0.69	0.45	0.35	0.64	0.76	0.566667	0.583333
gene-BBA_02712	BBA_02712	2Fe-2S iron-sulfur cluster binding domain-containing protein	51.7	41.89	50.51	50.79	48.27	46.46	48.033333	48.506667
gene-BBA_02713	BBA_02713	DUF1665 domain protein	30.91	27.54	41.86	17.83	25.34	26.21	33.436667	23.126667
gene-BBA_02714	BBA_02714	PhoD-like phosphatase	125.28	162.08	90.2	154.63	262.7	96.97	125.853333	171.433333
gene-BBA_02715	BBA_02715	"Phosphogluconate dehydrogenase, NAD-binding, putative"	56.01	68.27	48.97	83.68	122.79	68.93	57.75	91.8
gene-BBA_02716	BBA_02716	protein kinase subdomain-containing protein	10.34	9.39	11.51	17.21	15.22	23.02	10.413333	18.483333
gene-BBA_02717	BBA_02717	emp24/gp25L/p24 family/GOLD	212.27	188.61	207.65	195.25	207.07	217.32	202.843333	206.546667
gene-BBA_02718	BBA_02718	SKIP/SNW domain-containing protein	44.81	39.05	47.35	46.06	47.8	48.78	43.736667	47.546667
gene-BBA_02719	BBA_02719	hypothetical protein	19.77	16.88	14.02	15.58	28.17	22	16.89	21.916667
gene-BBA_02720	BBA_02720	glycoside hydrolase family 16 protein	363.47	349.92	356.58	162.63	162.29	153.16	356.656667	159.36
gene-BBA_02721	BBA_02721	HAD superfamily phosphatase	18.18	19.38	19.39	23.73	26.41	23.24	18.983333	24.46
gene-BBA_02722	BBA_02722	nitrate assimilation regulatory protein nirA	36.12	26.52	44.97	6.22	4.36	7.42	35.87	6
gene-BBA_02723	BBA_02723	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_02724	BBA_02724	molybdopterin cofactor sulfurase	9.99	6.41	10.28	8.97	6.69	10.5	8.893333	8.72
gene-BBA_02725	BBA_02725	WW domain-containing oxidoreductase isoform 1	25.87	21.8	28.62	17.82	15.88	19.14	25.43	17.613333
gene-BBA_02726	BBA_02726	hypothetical protein	44.74	79.38	32.48	5.66	4.81	6.59	52.2	5.686667
gene-BBA_02727	BBA_02727	Chymotrypsin-like protein	0.24	0.43	0.13	0	0.17	0.14	0.266667	0.103333
gene-BBA_02728	BBA_02728	hypothetical protein	5.29	6.18	5.51	8.73	9.9	12.34	5.66	10.323333
gene-BBA_02729	BBA_02729	origin recognition complex subunit 2	3.65	2.66	3.39	2.51	2.95	4.17	3.233333	3.21
gene-BBA_02730	BBA_02730	cytidylyltransferase-like protein	26.94	27.95	27.41	18.67	15.67	18.04	27.433333	17.46
gene-BBA_02731	BBA_02731	hypothetical protein	215.76	214.97	215.22	79.99	50.3	82.63	215.316667	70.973333
gene-BBA_02732	BBA_02732	hypothetical protein	95.28	111.54	88.74	153.78	155.2	161.09	98.52	156.69
gene-BBA_02733	BBA_02733	blood-brain barrier large neutral amino acid transporter	16.53	14.94	18.95	19.45	18.43	19.43	16.806667	19.103333
gene-BBA_02734	BBA_02734	formate dehydrogenase	2269.5	2118.9	2212.85	2590.28	2938.43	1961.5	2200.416667	2496.736667
gene-BBA_02735	BBA_02735	hypothetical protein	7.2	6.08	6.96	11.61	13.06	8.79	6.746667	11.153333
gene-BBA_02736	BBA_02736	hypothetical protein	153.41	141.43	132.59	76.5	80.74	56.86	142.476667	71.366667
gene-BBA_02737	BBA_02737	aminopeptidase I zinc metalloprotease	135.94	91.02	147.6	92.97	88.23	101.01	124.853333	94.07
gene-BBA_02738	BBA_02738	EXS family protein	12.76	12.11	15.05	10.18	8.84	10.24	13.306667	9.753333
gene-BBA_02739	BBA_02739	"exo-beta-1,3-glucanase"	0	0	0.1	0.1	0	0	0.033333	0.033333
gene-BBA_02740	BBA_02740	"ankyrin 2,3/unc44"	0.38	0.22	0	0	0.13	0.4	0.2	0.176667
gene-BBA_02741	BBA_02741	GABA permease	0.17	0.26	0.4	0.13	0.08	0.1	0.276667	0.103333
gene-BBA_02742	BBA_02742	hypothetical protein	1.24	0.19	1.64	0	0.12	0.28	1.023333	0.133333
gene-BBA_02743	BBA_02743	F-box domain-containing protein	12.97	13.09	18.22	3.53	2.87	3.55	14.76	3.316667
gene-BBA_02744	BBA_02744	LysM domain-containing protein	0	0	0	0	0	0	0	0
gene-BBA_02745	BBA_02745	multidrug resistance protein 3	0	0	0	0	0	0	0	0
gene-BBA_02746	BBA_02746	fungal specific transcription factor domain protein	0	0	0	0	0	0	0	0
gene-BBA_02747	BBA_02747	Cytochrome P450 CYP682N1	0	0	0	0	0	0	0	0
gene-BBA_02748	BBA_02748	StcQ-like protein	0	0	0	0	0	0	0	0
gene-BBA_02749	BBA_02749	17beta-hydroxysteroid dehydrogenase	0	0	0	0	0	0	0	0
gene-BBA_02750	BBA_02750	DUF1772 family protein	0	0	0	0	0	0	0	0
gene-BBA_02751	BBA_02751	Cytochrome P450 CYP5282A1	0	0	0	0	0	0	0	0
gene-BBA_02752	BBA_02752	"putative Heat-labile enterotoxin IIB, A chain"	0	0	0.06	0.03	0.09	0.03	0.02	0.05
gene-BBA_02753	BBA_02753	hypothetical protein	57.04	45.54	56.25	17.46	10.49	14.88	52.943333	14.276667
gene-BBA_02754	BBA_02754	LysM domain-containing protein	1.91	2.26	1.85	0.38	0.39	0.66	2.006667	0.476667
gene-BBA_02755	BBA_02755	VTC domain-containing protein	17.51	14.4	17.79	18.92	15.63	24.49	16.566667	19.68
gene-BBA_02756	BBA_02756	TPR Domain containing protein	21.71	21.33	25.5	22.64	18.71	25.67	22.846667	22.34
gene-BBA_02757	BBA_02757	aldo-keto reductase yakc	39.82	38.64	49.93	22.95	21.3	18.56	42.796667	20.936667
gene-BBA_02758	BBA_02758	hypothetical protein	60.82	56.1	56.31	77.27	73.6	80.15	57.743333	77.006667
gene-BBA_02759	BBA_02759	hypothetical protein	559.34	491.77	549.56	264.98	207.23	247.19	533.556667	239.8
gene-BBA_02760	BBA_02760	Beta-lactamase-type transpeptidase	301.36	278.49	326.22	351.53	267.45	355.48	302.023333	324.82
gene-BBA_02761	BBA_02761	"Major facilitator superfamily, general substrate transporter"	5.97	11.61	8.31	54.34	36.19	46.11	8.63	45.546667
gene-BBA_02762	BBA_02762	sugar transporter	18	13.17	14.19	0	0.16	0.33	15.12	0.163333
gene-BBA_02763	BBA_02763	hypothetical protein	0	0	0	0.83	0	0	0	0.276667
gene-BBA_02764	BBA_02764	phenazine biosynthesis-like protein	6.14	5.68	7.46	8.47	7.3	11.44	6.426667	9.07
gene-BBA_02765	BBA_02765	DJ-1/PfpI family protein	26.06	26.56	23.13	93.43	152.31	99.25	25.25	114.996667
gene-BBA_02766	BBA_02766	BTB domain transcription factor	38.1	41.12	29.02	14.93	11.84	26.94	36.08	17.903333
gene-BBA_02767	BBA_02767	hypothetical protein	0	0.62	0.32	1.25	0.56	0	0.313333	0.603333
gene-BBA_02768	BBA_02768	multicopper oxidase	0	0	0	0	0	0	0	0
gene-BBA_02769	BBA_02769	taurine catabolism dioxygenase TauD	3.7	2.01	3	6.43	4.48	6.91	2.903333	5.94
gene-BBA_02770	BBA_02770	DUF895 domain membrane protein	2.56	2.41	2.45	2.42	2.47	2.74	2.473333	2.543333
gene-BBA_02771	BBA_02771	CMGC/DYRK protein kinase	0.65	0.81	0.58	0.56	0.4	1.04	0.68	0.666667
gene-BBA_02772	BBA_02772	small secreted protein	0.74	0	0.62	0.6	0	0	0.453333	0.2
gene-BBA_02773	BBA_02773	glutamate synthase	33.52	25.56	35.09	17.78	17.07	20.04	31.39	18.296667
gene-BBA_02774	BBA_02774	C6 zinc finger domain protein	10.24	8.49	12.41	10.21	7.28	13.69	10.38	10.393333
gene-BBA_02775	BBA_02775	Amine oxidase	34.3	44.4	37.76	42.71	36.87	49.04	38.82	42.873333
gene-BBA_02776	BBA_02776	choline transport protein	2.31	3.8	2.2	3.36	2.9	3.33	2.77	3.196667
gene-BBA_02777	BBA_02777	hypothetical protein	5.81	3.66	6.5	6.03	5.98	8.19	5.323333	6.733333
gene-BBA_02778	BBA_02778	SNARE domain-containing protein	17.2	23.4	21.52	15.91	19.21	16.01	20.706667	17.043333
gene-BBA_02779	BBA_02779	hypothetical protein	290.52	305.45	300.05	558.76	572.32	640.17	298.673333	590.416667
gene-BBA_02780	BBA_02780	hypothetical protein	115.73	132.13	110.45	171.74	149.3	173.58	119.436667	164.873333
gene-BBA_02781	BBA_02781	WSC domain-containing protein	6.99	7.1	8.15	4.83	5.71	6.35	7.413333	5.63
gene-BBA_02782	BBA_02782	glycoside hydrolase family 31	11.74	8.67	12.08	7.55	5.64	11.84	10.83	8.343333
gene-BBA_02783	BBA_02783	hypothetical protein	0.29	0	0.23	0	0.21	0	0.173333	0.07
gene-BBA_02784	BBA_02784	hypothetical protein	0	0.26	0.13	0	0.24	0.14	0.13	0.126667
gene-BBA_02785	BBA_02785	hypothetical protein	3.68	5.06	5.38	5.91	5.27	7.18	4.706667	6.12
gene-BBA_02786	BBA_02786	apopolysialoglycoprotein	22.9	22.51	26.45	26.07	24.8	27.93	23.953333	26.266667
gene-BBA_02787	BBA_02787	complex 1 protein	164.59	162.88	158.17	148.25	187.5	141.99	161.88	159.246667
gene-BBA_02788	BBA_02788	WD domain-containing protein	9.7	7.14	10.34	7.06	9.04	7.93	9.06	8.01
gene-BBA_02789	BBA_02789	hypothetical protein	7.61	6.05	6.69	28.24	19.02	30.22	6.783333	25.826667
gene-BBA_02790	BBA_02790	hypothetical protein	1.97	2.13	2.06	7.09	5.8	8.48	2.053333	7.123333
gene-BBA_02791	BBA_02791	Batten's disease protein Cln3	3.46	1.72	3.64	10.96	9.16	15.97	2.94	12.03
gene-BBA_02792	BBA_02792	hypothetical protein	41.49	35.97	49.04	52.29	44.37	52.52	42.166667	49.726667
gene-BBA_02793	BBA_02793	ankyrin repeat domain-containing protein 28	0.17	0.14	0.15	0.2	0.13	0.33	0.153333	0.22
gene-BBA_02794	BBA_02794	caspase domain-containing protein	319.84	313.92	296.47	246.18	197.43	233.54	310.076667	225.716667
gene-BBA_02795	BBA_02795	vacuolar calcium ion transporter	8.55	8.27	9.68	66.25	53.2	53.43	8.833333	57.626667
gene-BBA_02796	BBA_02796	"GNAT family acetyltransferase, putative"	6.62	7.46	8.57	30.13	32.6	23.52	7.55	28.75
gene-BBA_02797	BBA_02797	"Serine family amino acid catabolism-related protein, putative"	20.33	17.56	23.8	29.99	30.64	32.33	20.563333	30.986667
gene-BBA_02798	BBA_02798	hypothetical protein	14.31	12.12	11.95	34.35	28.79	46.65	12.793333	36.596667
gene-BBA_02799	BBA_02799	hypothetical protein	11.54	7.11	10.15	13.53	6.56	14.12	9.6	11.403333
gene-BBA_02800	BBA_02800	"phosphoglycerate mutase family protein, putative"	46.11	49.5	56.93	75.03	30.03	59.7	50.846667	54.92
gene-BBA_02801	BBA_02801	glutamine-dependent NAD(+) synthetase synthase	62.13	59.89	77.43	43.66	38.87	48.41	66.483333	43.646667
gene-BBA_02802	BBA_02802	fungal specific transcription factor	23.35	22.05	23.8	17.01	20.94	17.3	23.066667	18.416667
gene-BBA_02803	BBA_02803	fumarylacetoacetase-like protein	145.53	140.26	136.96	215.11	282.84	260.9	140.916667	252.95
gene-BBA_02804	BBA_02804	TRAUB domain-containing protein	18.53	15.98	25.74	13	16.13	17.17	20.083333	15.433333
gene-BBA_02805	BBA_02805	nucleotide binding protein	22.69	22.45	24.17	26.07	22.21	28.54	23.103333	25.606667
gene-BBA_02806	BBA_02806	splicing factor Spf30	35.5	37.12	36.81	49.61	53.97	51.19	36.476667	51.59
gene-BBA_02807	BBA_02807	hypothetical protein	17.81	17.43	16.7	19.39	16.94	18.12	17.313333	18.15
gene-BBA_02808	BBA_02808	ABC1 family protein	72.97	84.56	58.76	91.52	107.49	63.08	72.096667	87.363333
gene-BBA_02809	BBA_02809	cytochrome c/c1 heme lyase	166.35	191.56	126.35	168.6	254.49	94.13	161.42	172.406667
gene-BBA_02810	BBA_02810	suppressor protein SRP40	14.25	12.74	19.04	8.68	9.3	9.15	15.343333	9.043333
gene-BBA_02811	BBA_02811	penicillin-binding protein	3.76	3.21	4.22	2.7	2.62	2.76	3.73	2.693333
gene-BBA_02812	BBA_02812	NADH-ubiquinone oxidoreductase 30.4 kDa subunit	13.22	12.61	12.66	15.48	23.6	10.31	12.83	16.463333
gene-BBA_02813	BBA_02813	putative 2-oxoglutarate/malate translocator	69.73	75.87	65.88	137.59	121.58	142.42	70.493333	133.863333
gene-BBA_02814	BBA_02814	Rad4 transglutaminase-like domain-containing protein	18.02	18.6	20.5	20.43	17.2	22.06	19.04	19.896667
gene-BBA_02815	BBA_02815	ABC transporter	7.5	6.03	7.27	2.05	2.7	2.08	6.933333	2.276667
gene-BBA_02816	BBA_02816	putative phytochrome-like histidine kinase PHY1p	17.11	17.52	20.86	10.39	10.17	11.52	18.496667	10.693333
gene-BBA_02817	BBA_02817	copper fist DNA binding domain-containing protein	70.53	67.37	71.12	76.26	80.82	71.93	69.673333	76.336667
gene-BBA_02818	BBA_02818	hypothetical protein	6.41	6.47	6.49	8.07	5.23	7.02	6.456667	6.773333
gene-BBA_02819	BBA_02819	endoribonuclease L-PSP	0	0	0	0	0	0	0	0
gene-BBA_02820	BBA_02820	homoserine O-acetyltransferase	0	0	0	0	0	0	0	0
gene-BBA_02821	BBA_02821	amidase-like protein	1.19	1.23	1.45	1.32	1.18	0.91	1.29	1.136667
gene-BBA_02822	BBA_02822	Cytochrome P450 CYP504E5	0.24	0.18	0.76	0.09	0	0.51	0.393333	0.2
gene-BBA_02823	BBA_02823	Cytochrome P450 CYP504E1	0.38	0.33	0.35	0.08	0.04	0.05	0.353333	0.056667
gene-BBA_02824	BBA_02824	short chain dehydrogenase	0.16	0	0	0	0.33	0.27	0.053333	0.2
gene-BBA_02825	BBA_02825	proline transporter	0	0	0.04	0	0	0.09	0.013333	0.03
gene-BBA_02826	BBA_02826	C6 finger domain protein	18.85	17.84	22.82	20.14	18.78	23.56	19.836667	20.826667
gene-BBA_02827	BBA_02827	methyltransferase domain-containing protein	24.81	20.73	21.07	37.74	38.59	39.18	22.203333	38.503333
gene-BBA_02828	BBA_02828	exonuclease-like protein	24.4	19.58	25.07	15.26	12.91	18.86	23.016667	15.676667
gene-BBA_02829	BBA_02829	casein kinase II regulatory subunit	26.94	23.43	30.56	33.22	26.54	32.55	26.976667	30.77
gene-BBA_02830	BBA_02830	JmjC domain-containing protein	25.86	14.81	27.01	21.16	17.56	31.12	22.56	23.28
gene-BBA_02831	BBA_02831	RanGTP-binding protein	4.13	4.77	5.89	4.74	4.92	8.5	4.93	6.053333
gene-BBA_02832	BBA_02832	elongation factor Tu GTP binding domain-containing protein	99.8	97.35	121.9	65.95	57.38	77.73	106.35	67.02
gene-BBA_02833	BBA_02833	phosphoenolpyruvate carboxykinase	668.68	735.79	774.4	1263.65	1510.89	1033.09	726.29	1269.21
gene-BBA_02834	BBA_02834	allantoate permease	36.67	36.8	42.84	53.42	47.29	73.58	38.77	58.096667
gene-BBA_02835	BBA_02835	ATP synthase F0	72.18	66.92	79.6	199.11	115.66	238.53	72.9	184.433333
gene-BBA_02836	BBA_02836	hypothetical protein	0.4	0.1	0.16	0.1	0.14	0	0.22	0.08
gene-BBA_02837	BBA_02837	ribosomal protein L7Ae	684.43	647.81	853.04	596.09	709.25	687.14	728.426667	664.16
gene-BBA_02838	BBA_02838	hypothetical protein	10.35	9.19	13.04	9.73	6.08	11.84	10.86	9.216667
gene-BBA_02839	BBA_02839	hypothetical protein	93.8	103.47	135.26	163.15	147.64	179.34	110.843333	163.376667
gene-BBA_02840	BBA_02840	histone acetyltransferase	11.69	11.57	16.81	13.72	12.43	14.92	13.356667	13.69
gene-BBA_02841	BBA_02841	SET domain-containing protein	1.66	0.89	0.4	1.67	2.36	2.13	0.983333	2.053333
gene-BBA_02842	BBA_02842	nucleoporin autopeptidase	31.79	28.08	37.62	30.86	28.29	32.38	32.496667	30.51
gene-BBA_02843	BBA_02843	EF hand family protein	9.7	7.33	15.55	15.7	13.94	19.44	10.86	16.36
gene-BBA_02844	BBA_02844	ENTH domain-containing protein	73.73	72.7	62.94	62.1	60.83	60.27	69.79	61.066667
gene-BBA_02845	BBA_02845	BTB/POZ domain-containing protein	20.82	20.92	27.14	14.57	14	15.92	22.96	14.83
gene-BBA_02846	BBA_02846	mitochondrial 2-oxodicarboxylate carrier 1	133.35	128.51	152.8	173.99	170.33	163.94	138.22	169.42
gene-BBA_02847	BBA_02847	hypothetical protein	0.25	0.22	0.39	0.09	0.32	0.49	0.286667	0.3
gene-BBA_02848	BBA_02848	autophagy-related protein 13	31.36	27.47	34.07	15.37	12.99	21.17	30.966667	16.51
gene-BBA_02849	BBA_02849	VHS domain-containing protein	85.38	81.95	77.7	52.22	35.68	50.34	81.676667	46.08
gene-BBA_02850	BBA_02850	SNF2 family domain-containing protein	8.17	7.26	8.12	9.24	7.63	12.33	7.85	9.733333
gene-BBA_02851	BBA_02851	nuclear transport factor 2 domain-containing protein	587.87	652.13	569.83	669.39	657.74	661.28	603.276667	662.803333
gene-BBA_02852	BBA_02852	penicillin-binding protein	88.94	78.78	95.94	77.85	59.52	79.82	87.886667	72.396667
gene-BBA_02853	BBA_02853	hypothetical protein	37.08	33.85	41.73	26.63	20.78	33.7	37.553333	27.036667
gene-BBA_02854	BBA_02854	tubulin-tyrosine ligase	19.09	22.76	22.07	24.76	17.32	27.65	21.306667	23.243333
gene-BBA_02855	BBA_02855	cell division control protein	48.11	41.16	51.47	61.35	50.04	71.18	46.913333	60.856667
gene-BBA_02856	BBA_02856	CCR4-Not complex component	19.72	20.2	24.05	27.42	23.61	27.88	21.323333	26.303333
gene-BBA_02857	BBA_02857	phenazine biosynthesis protein phzF	43.97	37.52	52.58	23.64	23.03	29.29	44.69	25.32
gene-BBA_02858	BBA_02858	mucin-like protein	12.25	7.14	17.87	9.53	7.7	13.24	12.42	10.156667
gene-BBA_02859	BBA_02859	methyltransferase OMS1	12.42	10.87	13.96	9.98	12.25	12.13	12.416667	11.453333
gene-BBA_02860	BBA_02860	Ribosomal protein S5	14.21	14.76	15.06	11.64	9.56	12.89	14.676667	11.363333
gene-BBA_02861	BBA_02861	Cell division control protein 2	33.17	33.95	43.18	40.3	32.54	48.23	36.766667	40.356667
